image,label
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch5/image_2.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch5/image2.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch7/image_8.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch7/image8.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch23/image_8.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch23/image8.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch84/image_8.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch84/image8.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch83/image_7.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch83/image7.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch80/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch80/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch43/image_7.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch43/image7.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch85/image_2.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch85/image2.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch8/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch8/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch56/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch56/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch44/image_8.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch44/image8.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch53/image_7.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch53/image7.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch68/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch68/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch29/image_2.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch29/image2.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch49/image_2.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch49/image2.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch16/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch16/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch22/image_8.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch22/image8.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch47/image_10.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch47/image10.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch81/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch81/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch72/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch72/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch78/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch78/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch71/image_5.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch71/image5.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch73/image_5.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch73/image5.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch81/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch81/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch21/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch21/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch78/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch78/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch24/image_5.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch24/image5.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch58/image_2.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch58/image2.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch14/image_5.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch14/image5.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch54/image_5.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch54/image5.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch69/image_8.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch69/image8.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch58/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch58/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch4/image_2.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch4/image2.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch50/image_10.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch50/image10.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch28/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch28/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch83/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch83/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch83/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch83/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch72/image_5.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch72/image5.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch51/image_8.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch51/image8.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch6/image_8.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch6/image8.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch15/image_1.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch15/image1.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch27/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch27/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch58/image_10.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch58/image10.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch66/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch66/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch49/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch49/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch32/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch32/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch87/image_2.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch87/image2.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch71/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch71/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch44/image_2.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch44/image2.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch25/image_2.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch25/image2.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch49/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch49/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch37/image_1.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch37/image1.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch50/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch50/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch80/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch80/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch18/image_1.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch18/image1.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch84/image_2.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch84/image2.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch26/image_10.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch26/image10.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch80/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch80/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch15/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch15/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch21/image_10.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch21/image10.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch56/image_2.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch56/image2.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch76/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch76/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch21/image_5.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch21/image5.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch24/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch24/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch11/image_8.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch11/image8.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch86/image_1.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch86/image1.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch27/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch27/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch36/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch36/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch8/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch8/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch42/image_7.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch42/image7.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch22/image_1.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch22/image1.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch25/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch25/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch1/image_6.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch1/image6.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch60/image_7.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch60/image7.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch41/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch41/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch16/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch16/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch64/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch64/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch38/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch38/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch49/image_6.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch49/image6.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch22/image_5.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch22/image5.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch30/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch30/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch3/image_1.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch3/image1.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch56/image_6.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch56/image6.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch61/image_1.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch61/image1.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch21/image_2.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch21/image2.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch5/image_9.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch5/image9.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch51/image_5.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch51/image5.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch54/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch54/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch13/image_10.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch13/image10.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch58/image_7.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch58/image7.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch19/image_8.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch19/image8.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch46/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch46/image4.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch14/image_6.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch14/image6.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch87/image_6.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch87/image6.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch4/image_3.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch4/image3.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch52/image_7.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch52/image7.jpg
/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/image/batch11/image_4.jpg,/home/romala/catkin_ws/src/igvc_ros/igvc_perception/lane_unet/Dataset/label/batch11/image4.jpg
